x0;y;y_hat;right
[749,-911,31,785,-285,-601,115,-193,275,627,767,543,-315,-252,412,591,498,503,-378,-713,924,945,967,-657,62,-177,-180,-513,389,183,-558,153,608,607,-252,-117,443,508,817,641,-281,-795,988,-794,-855,-495];33;32;False
[-34,-616,430,306,-720,104,572,-266,76,678,-868,-906,768,24,834,-396,738,642,672,-826,776,136,-530,-432,252,14,938,-920,758,-634,-642,-164,-932,384,996,-622,-512,520,-372];0;0;True
[-664,34,-119,-783,-420,-25,8,527,-395,-763,-396,-831,-228,29,475,783,859,19,-637,-635,-559,201,31,626,292,-365,-403,951];20;22;False
[458,-220,-997,523,-184,403,-229,568,808,280,110,-494,712,694,650,-344,-806,190,-381,-70,-84,880,-41,-928,944,941,-296,116,-34,691,-11,-904,-988,-238,192];9;9;True
[-639,-269,-279,965,-367,943,-505,601,85,-579,735,-345,107,173,-385,143,-455,-965,-475,-269,-249,221,-297,-445,-415,183,483,999,-353,-21,445];31;31;True
[-798,35,-167,-903,519,761,414,-55,13,-253,806,653,-754,-577,-374,-928,476,-953,869,-657,-381,231,113,919,-814,945,-164,571,-177,7,-97,465];23;21;False
[802,739,-414,594,722];1;1;True
[933,837,-187,-955,-607,77,-977,-107,967,529,387,-893,-147,-983,-739,939,177,-541,-433,803,829,-533,-221,923,889,-401,195,117,719,793,105,-275,727,-665];34;34;True
[-455,272,909,612,-473,-277,526,-398,176,762,904,373,553,-435,-99,77,-957,972,-505,918,-432,-661,975,221,37,-677,633,163,191,930,239,269];21;21;True
[960,-496,-544,338,228,692,0,82,-626];0;0;True
[-68,-136,-176,174,-263,-232,438,-998,60,260,942];1;1;True
[351,-201,189,684,-853,-93,-110,-149,-241,929,-61];9;8;False
[898,930,-108,808,712,-16,-734,-40,940,-116,-350,462,-44,906,-256,-662,450,-302,-748,-596,474,176,-412,-932,678,450,-56,744,-124,902,230,728,-288,-134,-992,-138,120,-222,638,-818,-296,808,-54,-868,-642,-912,-556,-216,-502,974];0;0;True
[695,-995,684,-479,65,-505,717,-486,-429,-742,893,743,624,157,-510,347,-509,384,-818,97,807,905,193,414,-653,-545,102,153,-487,838,-380,-434,471,656,235,983,-487,55,815,-835,-449,-945,635,-117,135];32;31;False
[345,-57,618,29,-815,-943,-70,-151,-317,-930,-850,987,29,-39,-917,-989,709,-475,-639,-996,686,419,-397,-508,49,-171,977,-387,-469,839,295];24;25;False
[456,739,443,789,303,545,643,988,774,527,-201,245,-967,-336,48,321,431,-633,475,999,-615,-533,-457,-73,529,893,995,-327,-908,-685,-759,-837,-828,457,827,957,639,550,-841,935,235,-618,635,807,-931,-55,-519,927,-63,-827];41;41;True
[744,726,-980,60,554,566,-567,426,-363,70,860,438,640,-302,972,-830,696,124,542,634,-627,784,-610,876,350,350];3;3;True
[-712,-366,76,946,698,-704,656,-598,760,-346,-382,-368,322,-996,-816,-316,210,704,-898,442,-296,-606,116,98,814,-128,732,-556,526,-16,-434,642,140,440,18,498,210,-672,858,-290,608,-132,972,888,344,902,714,-882];0;0;True
[112,-779,-592,855,-9,-430,-445,-875,-185,-488,-586,761,589,-405,-329,209,941,877,-380,-871,-497,148,59,-735,225,-981,-937,687,487,231,785,681,109,-289,-379,459,777,-333,-689,557,751,-281,-995,-869,-119,931,-203,621,-285,-393];43;41;False
[604,-890,-50,-208,910,-354,170,262,-150,194,-844,-568,-654,662,656,136,272,38,114,-620,638,-886,314,582,44,-220,44,-110,384,-184,794,220,812];0;0;True
[-328,-891,-959,675,-761,175,679,435,797,-21,-733,-977,207,-797,-771,279,957,-283,-657,-437,796,341,741,-443,-611,-678,-33,687,-754,993,621,-764,920,345,-336,865,454,96,551,207,-173,-629,656,553,195];35;35;True
[-6,-206,50,-128,18];0;0;True
[495,75,-353,-797,859,251,-755,-157,-313,-903,-319,-827,129,435,549,-357,123,809,287,-593,909,-51,-381,131,-739,175,887,-217,-591,-329,-123,743,-271,-367,441,-343,433,-863,305,299,271,447,283,-769,331,-925,-49];47;47;True
[292,274,977,520,-197,8,873,667,-556,140,564,-836,-412,801,-42,-234,329,-837,913,-654,649,-796,887,-475,663,-748,-486,-426,-381,502,-372,546,770,747,596,972,540,-366,-451,424,469,-785,-17,645,494,-831,867,-14,-573];22;24;False
[33,987,923,13,-559,-775,-275,995,73];9;9;True
[678,-278,672,-90,166,-640,880,684,-155,-659,556,-417,112,-944,-877,168,-896,840,903,-148,-293,-532,876,-478,912,-269,-412,405,10,985,332,880,421,277,-77,643];13;12;False
[-806,-130,4,804,-928,-400,-796,350,114,-832,-70,702,-662,-178,-749,-761,-840,275,-350,-298,958,-400,-188,890,901,44,-12,846,-198,-936,713,704,-50,479,386,715,962,-752,-352,-988,650,646,-412,666,274,-144,-302];7;7;True
[-861,84,-75,740,-272];2;2;True
[82,-978,328,-952,470,322,709,665,200,315,388,-122,553,196];4;4;True
[530,933,643,253,697,867,-868,389,-655,873,277,-435,-245,-110,-516,-203,53,441,-533,-925,624,-569,-543,-170,210,-323,-208,-108,-67,825,482,-989,467,275,-643,-294,603,451,-841,339,783,-751,-752];31;33;False
[263,790,-252,241,-740,-138,-881,765,-82,-496,-982,630,-737,645,-383,3,-275,482,788,-377,-896,-531,705,-578,224,-684,-71,-82,170,514,576,-783,-881,-787,349,-306,-119];18;17;False
[347,978,725,-243,-378,268,-675,353,-970,-636,-339,702,-490,-536,-349,133,146,203,6,922,456,168,-796,775,-754,150,313,686,981,-614,904,699,-55,210,-236,919,664,-464,557,-239,-36,677,-560,-478,-727,603,392,919,382];21;21;True
[-305,-634];1;1;True
[-639,691,324,-981,325,682,651,-931,-959,-505,185,-236,538,664,-725,193,-841,-403,951,588,-710,913,-379,64,-9,235,514,-877,759];20;20;True
[-207,403,-967,341,701,-845,637,-529,549,696,223,33,-505,-235,-407,445,753,-803,-103,-237,-171,735,521,585,-417,779,200,-485,987,-535,-521,334,-897,-215,-765];32;31;False
[-426,-875,322,-705,-643,-395,-408,859,-112,-499,855,49,-688,-459,37,-869,-23,789,-898,600,987,408,893,431,574,259,907,-869,-646,149,-230,-792,925,-254,617,-763];23;24;False
[262,444,10,-936,-92,70,647,-376,946,372,838,-770,-506,-48,-170,760,538,709,390,-268,466,341,876,530,212,-386,958,-104,104,396,96,548,92];3;3;True
[-126,124,821,-287,19,466,-301,-829,175,701,-811,-550,-149,-598,714,966,158,928,650,-431,991,793,974,342,-310,509,-73,-977,991,-123,-642,576,667,-998,-14,398,18,218,962,-225,785,389,-616];21;23;False
[-15,-309,575,-817,-889,137];6;6;True
[-530,-54,158,-642,958,-46,670,574,-312,566,870,210,-930,-570,820,866,-974,-490,434,288,-101,582,-172,200,784,528,-622,306,872,254,634,-982,-98];1;1;True
[-935,-941,-459,77,408,-327,-791,423,-817,878,-185,349,903,240,129,-561,321,-986,-363,-297,-107,337,-939,29,-805,173,183,687,161,40,-646,737,-693,603,873,755,-622,537,-103,-684,-587,-305,102,-655,-455,-635,153,393,-373,-73];41;38;False
[507,-491,184,484,771,816,241,11,580,282,616,451,275,-364,758,798,52,-418,-978,96,594,-2,-956,-276,465,-230,893,-554,933,-857,-900,-634,-959,164,-372,927,184,700,-180,-151,-696,883,-821,9];17;16;False
[152,-528,304,-906,397,834,29,129,-771,-346,-682,-462,933,-630,366,-474,817,-856,-284,683,-703,-273,-29,886,-154,189,-874,766,-46,922,-650,-652,154,-778,-855,900,298,-76,-415];13;13;True
[16,486,-204,608,-831,-239,369,-285,-529,-197,765,-35,-949,-817,188,-780];10;10;True
[263,929,901,389,491,-383];6;6;True
[-295,157,-597,-547,517,101,-607,557,-339,205,643,-149,-551,431,541,579,233,503,703,-149,327,-965,407,109,753,-757,959,881,-791,-255,-203,555,531,-429,411,645,793,-459,865,-771];40;40;True
[84,16,-182,158,78,154,754,562,-926,408,30,540,408,-16,-250,-972,276,-196,-464,-624,-436,10,206,-960,58];0;0;True
[366,-848,-118,794,-190,-622,253,-260,-824,-664,486,322,347,-500];2;2;True
[-16,118,-86,394,568,876,868,146,722,-6,366,-824,-698,544,6,-388,-968,304,376,-476,-100,-838,-561,435,-268,570,-658,-626,520,-904,426,628,14,-606,-978,-670,304];2;2;True
[531,963,843,-169,625,-966,-865,-224,415,-63,-937,976,582,-780,609,-999,-562,-74,86,-351,199,-897,-981,-409,199,-113,859,-559,557,-269,-135,155,-923,411,-175,-11,311,-195,-915];31;31;True
[-619,-942,700,449,-494,-964,-700,893,-517,-887,37,174,538,-629,-893,949,-875,-656,-365,-281,-253,-603,553,169,263,855,243];19;19;True
[66,-964,858,249,724,653,54,510,365,226,-959,-655,-794,704,365,-944,-249,-820,964];7;6;False
[-114,409,-114,319,-878,897,468,-49,969,-834,886,633,-677,466,730,21,230,-325,-370,-260,-846,706,579,135,990,-241,336,837,893,-789,591,667,551,-145,122,-721,-271,282,-485,-311,871,922,891,387];26;26;True
[-819,-689,41,-201,151,753,149,-903,-841,-213,929,183,-979,451,367,617,-501,227,387];19;19;True
[998,988,284,-702,-894,-542,792];0;0;True
[272,-364,-326,498,268,-598,34,-372,776,-147,972,402,-698,-64,896,-976,140,664,-108,-772,622,-590,-740,226,538,100,658,-348,-246,-38,-74,458,-46,-296,92,-292,-858,610,-390,862,-720,-62,628,-816];1;1;True
[-639,257,885,-283,387,61,729,-417,-577,687,597,989,37,-25,247,345,273,705,-779,793,81,-611,-883,661,-469,77,143,-795,-837,595];30;30;True
[-498,-269,32,504,-946,-508,591,896,-714,-808,258,-396,-36,-465,623,-588,725];5;5;True
[644,-736,629,571,276,452,753,-156,-127,339,367,597,-572,375,146,-632,130,972,640,-263,-41,-960,-859,900,-395,869,-108,764,-32,-14,-372,180,-576,-838,0,-454,833,670,-512,854,186,-931,12,27];16;15;False
[15,-714,-122,-306,714,-886,-586,618];1;1;True
[-192,-729,-389,-725,405,-219,-673,107,-373,-748,-71,719];10;10;True
[112,-341,624,976,442,442,-646,979];2;2;True
[-335,-52,511,-769,331,-770,815,-357,17,523,455];9;8;False
[818,-178,636,-404,594,338,946,-300,90,-286,934,-972,116,-702,-168,292,420,672,-710,582,-232,-886,518,384,932];0;0;True
[450,-224,-322,-924,-496,-380];0;0;True
[-543,-50,687,-665,363,569,637,513,-75,-324,-169,-567,71,-395,-991,917,603,-946,-537,533,-969,69,-473,97,93,-959,-437,-664,523,866,-677,658,651,689,-657,973,949,-793];32;32;True
[-574,47,-858,-316,106,229,-760,954,473,-11,425,957,356,-986,704,-727,-984,-630,859,184,408,73,556,-428,-859,116,-245,254,632,810,-640,-232,889,328,500,-320,463,630,-318,-331,734,978,-669,5,883,452];17;19;False
[-181,-842,-545,-825,735,903];5;6;False
[-600,-610,-234,-620,-504,148,-916,138,-175,-788,-986,-640,232,834,63,-598,-191,398,796,62,496,-658,516,-76,101,406,83];5;5;True
[-916,685,-582,-940,-950,-732,858];1;1;True
[-833,-696,-563,628,125,368,157,-764,-796,284,318,672,328,984,-740,-132,928,-610,-674,-217,-987,-917,896,-640,-760,-331,-424,-516,624,-878,-464,-1,-212,974,-184,852,464,-241,756,642,-18,-554,568,-278,-674,-719,362];11;11;True
[238,-394,-290,956,-440,408,-538,-318,-966,780,-48,618,918,326,-694,738,318,338,-402,634,-96,-154,-292,980,570,490,-638,912,-400,-664,-302,-736,104,960,820,204,-404];0;0;True
[-499,-734,-371,-834,201,-709,-375,-759,714,422,865,4,63,324,-6,-301,521,246,-676,-698,-239,452,-726,-788,527,964,-596,377,-631,-380,264,-222,889,-522,877,-150];16;16;True
[-910,484,-835,-407,928,-502,-604,627,-302,197,823,406,-877,770,277,245,-416,-11,44,292,363,22,28,513,935,344,731,-160,68];13;13;True
[642,54,979,-706,-237,495,669,-881,-491,685,-287,333,747,-885,559,101,595,-783,-187,-319,-30,-915,-642,-261,-755,135,391,833,-217,-681,611,-813,-860,-618,-673,-739,-683,245,117,381,-105,245,489,11,-989,-75,329,-585];41;42;False
[540,951,-588,250,134,147,-770,848,-94,80,984,366,814,-766,-528,-178,922,534,83,534,-462,-326,-46,-292,858,262,-838,-504,688,-952,604,870,92,-580,-976,172,-898,560,458,-762,-342,-752];3;3;True
[362,-526,656,-698,-662,-796,-894,-213,101,727,458,330,380,-169,-292,-223,-391,504,90,358,438,276,-354,674,302,293,-302,393,552,3,307,770,-438];10;12;False
[379,-514,387,489,-275,145,506,300,663,934,-17,300,-614,526,998,356,321,-86,-289,835,410,-415,-674,650,541,-443,-956,-100,-664,-541,-188,-174,-709,-931,5,699,-900,905,-840,876,-517,-93,-66,871,269];23;22;False
[430,-224,-357,-984,311,571,944,873,74,-393,350,720,875,-957,529,674,-819,-705,404,28,904,-640,367,699,87,40,222,-189,734,-687,-578,277,139,-323,-451,-960,893];20;20;True
[523,-102,-32,464,146,-948,901,668,-510,-118,-906,-938,-746,60,-378,518,-314,-276,-358,796,-700,-600,-168,374,-394,132,296,-700,144,-152,-166,-468,840,-202,245,457,-908,706,-698];4;4;True
[789,158,953,-956,-308,-129,475,-347,-205,169,-588,685,678,-478,5,-249,-453,465,-459,-311,854,-763,415,-185,-937,432,-411,-451,-185,421,-701,409];24;25;False
[-669,543,-142,846,307,-609,445,99,495,611,-225,-729];10;10;True
[-132,280,851,-269,434,385,-373,893,-86,-638,919,-136,-721,515,-207,-570,-285,-789,79,-752,-170,-164,579,-153,-67,111,896,741,75,-396,807,682,235,-721,-38,-475,173,292];23;22;False
[-294,-592,448,974,-540,-620,735,-688,296,528,494,-878,396,354,-408,-614];1;1;True
[-249,629,829,335,425,356,-605,329,-985,-796,-825,1000,642,750,-412,-390,-740,-772,445,216,673,68,-301,425,253,-485,419,477,-537,460,-573,-235,-597,-850];21;21;True
[989,-350,87,-329,-211,-507,-887,383,-935,874,-188,695,341,42,275,-405,-117,-66,633,-741,-421,-325,589,-195,-173,386,-967,246,-851,801,-515];24;25;False
[178,188,-666,-744,300,-588,-457,-325,-794,-969,211,-759,-922,864,-338,127,453,377,697,-399];10;9;False
[-618,-270,210,8,854,-138,-480,-704,762];0;0;True
[-784,862,-254,-716,-942,4,894,-46,300,-160,-812,740,-612,706,670,-658,332,-64,-886,244,-730,574,1000,-546,12,662];0;0;True
[-885,-72,440,780];1;1;True
[445,-263,-804,-917,227,180,881,127,239,-621,-751,349,192,-953,148,-443,-525,-317,783,799,323,485,-911,251,-982,-253,783,299,479,-433,625,801,-846,-695,-129,-592,-127];30;30;True
[-632,544,570,90,113,160,248,-272,-791,-539,-292,-334,488,-388,475,546,-464,-730,-820,-200,96,-904,327,896,280,-705,416,318,-133,-976,911,-694,-916,749,852,694,-732,-38,226,36,778,-820,843,688,-738];10;9;False
[-334,658,-677,-182,344,-898,-806,-778,-423,-160,-434,-392,-958,204,716,-170,776,-266,470,-244,910,366];2;2;True
[-761,-17,35,-467,-421,-943,-489,393,-873,-259,219,795,-269,-257,273,473,555,833,-361,-847,761,-557,-259,-697,901,783,743,249,190,-523,403,-327,-607,-611,-291,873,209];36;37;False
[717,591,-669,581,837,-967,-7,469,923,-123,-945,953,-697,349,479,677,-777,115,749,-483,705,411,11,297,-751,-291,-969,-671,569,-725,-517,-715,475,-627,-635,525,-911,-109,-153,897,-643,461,827,247,837,997];46;44;False
[-484,-660,290,376,986,-688,-338,-390,-310,-406,228,-690,-786,-604,854];0;0;True
[-428,730,93,-74,39,596,-419,-311,95,119,-450,189,-863,-653,-23,807,-373,-563,-733,-901];15;15;True
[610,-201,604,418];1;1;True
[-941,-665,487,589,-441,-173,503,-195,605,-701,977,103,-391,949,-957,377,625,339,-365,133,647,-291,-27,49,-907,-319,-431,-111,673,-623,857,445,519];33;32;False
[-720,-468,-948,-782,-544,522,-232,-924,608,-678,154,894,812,82,500,702,-132,-294,874,-804,500,630,-184,98,-794,-308,536,-854,-662,-900,-384,836,868,-176,692,-68,-82,-700,248,1000,-734,794,-668,766];0;0;True
[-522,-502,776,790,-438,-686,-128,994,232,254,552,936,-766,-722,-624,-686,-506,782,796,-428,-94,-30,350,-28,866,-930,824,-702,-112,-542,674,658,-100,-756,-278,-592,-394,-866,-332,650,-392,-232];0;0;True
[111,857,-357,-987,-227,-455,-765,275];8;8;True
[237,62,697,-112,572,-756,-38,249,-417,902,583,-693,-349,372,-429,-95,-502,167,255,-624,210,-745,-77,-917,749,665,-779,776,-894];17;17;True
[283,-321,157,437,225,-499,263,289,-169,77,-409,-911,123,-659,707,-423,721,777,111,-375,829,-349,299,611,-122,-599,-731,719,-529,-581,683,481,-333,-331,431];34;35;False
[-218,-899,927,-200,-136,934,282,-635,-542,674,-466,-533,-281,-912,71,-229,-158,138];7;7;True
[-841,670,-642,738,-70,-288,205,995,578,208,492,344,93,812,-730,-916,855,118,-448,-625,-938,868,284,-544,-298,758,396,-962,-653,-51,-986];8;7;False
[10,-829,887,-664,591,83,-749,751,325,685,-575,-696,-635,383,-787,986,-69,-445,209,341,-429,-163,-575,-321,110,-269,-67,-605,119,-402,735,-371,293,-347,519,-567,-25,-841,-59,755,-771,-465,-421,783,805,-706,-283,-415,929,566];42;44;False
[932,416,-610,994,-184,-840,-692,154,660,348,-398,-174,-516,-568,-968,240,0,-98,606];0;0;True
[560,530,599,-273,-167,952,988,-575,168,-539,-939,-163,703,860,974,26,21,-522,856,-86,866,-883,461,-565,538,843,582,365,-972,-135,-185,-850,841,664,-575,729,347,503,-950,-389,188,-385,-319,-597,-551];26;27;False
[-562,-678,392,-461,-892,-217];2;2;True
[-500,718,-868,266,-40];0;0;True
[517,546,-329,-232,-953,595,729,-575,-983,-493,-639,843,352,-120,-814,241,-341];12;12;True
[-270,-888,-74,8,296,-412,133,620,-813,-151,86,-394,688,-546,-740];3;3;True
[608,-771,874,-831,902,544,608,-909,-14,398,-354,742,-612,490,389,-282,404,-348,239,664,507];6;5;False
[171,157,-269,-359,-691,-525,-493,519,209,-17,65,753,121,-437,455,-353,755,845,807,157,-339,247,-353,203,757,767,581,-823,-869,795,271,-949,865,-431,977,-513,719,477,-933,-679,-977,225,563,561,935,-795,-333,-419,-221];49;49;True
[-473,748,-543,379,-646,-382,148,-545];4;3;False
[-544,-449,-861,922,926,592,94,-867,-151,-723,-683,-621];7;7;True
[-113,137,-89,-153,485,-644,-251,-551,-42,810,617,-131,-43,561,-741,-603,-743,-932,846,236,651,586,-987,478,-194,709,545];18;18;True
[588,294,-276,102,790,870,135,-496,-996,-486,22,442,994,404,694,322,-124,258,300,326,-512,-596,-328,348,612,-482,-542,-230,334,-392,-324,-172,527,-454,142,206,-388,868,-208,32,758,444,398,746,706,708,580,-874,-554,92];2;2;True
[-771,-729,195,-736,-935,934,938,-643,-791,27,673,-603,513,373,-743,174,-977,417,-81,125,-483,-943,166,-567,-165,998,766,719,-985,-258];22;21;False
[-29,-560,421,-677,391,-703,742,-455,-602,681,-873,-783,-69,83,161,-614,527,210,-621,889,925,127,661,939,-917,833,-165,863,455,64];24;23;False
[871,317,-393,813,-764,129,-765,-491,-145,951,-171,885,-291,168,621];13;13;True
[456,928,984,696,24,-954,508,-174,-732,806,778,-854,98,110,572,-292,820,196,242,-860,-22,-622,-756,-934];0;0;True
[173,608,397,-833,-373,-591,189,-773,785,-947,289,-449,97,-536,755,-301,9,191,-787];17;17;True
[-929,495,-961,179,342,-439,-521,564,771,935,-75,-667,-929,786,657,227,830,433,365,-663,-391,-475,634,-723,485,263,-409,-39,845,-957,-199,525,325,-757,-779,707,-352,727,-725,451,-637,-735,-253,750,715,875];39;39;True
[812,430,80,-899,630,-566,36,-504,-242,-506,42,-922,-650,-22,384,906,504,-612,616,362,-520,-766,679,-666,-980,-138,82,-714,188,178,392,452,-828,-678,840,-996,242];2;2;True
[530,80,-702,480,-290,44,4,622,-580,576,-388,150,-334,-416,474,964,-148,148,146,380,197,-408,-942,-899,-596,270];2;2;True
[-577,-405,-933,241,-677,848,340,371,764,-995,657,961,911,355,-849];12;11;False
[140,-956,-975,-450,506,107,809,370,222];3;3;True
[-855,557,371,-921,-661,-843,-273,-629,-365,181,479,825,861,183,835,677,393,-999,327,811];20;20;True
[-428,-135,549,647,-895,498];4;4;True
[612,992,4,208,-719,183,556,-297,-341,974,858,33,-570,-194,56,-324,308,266,-968,-444,-357,-968,-922,-633,624,320,266,216,264,539,-512,-952,-333];9;9;True
[3,-257,60,196,933,-130,599,976,738,762,366,-624,668,246,901,544,226,248,-990,729,717];7;7;True
[-512,622,-24,-18,-506,-610,186,426,546,588,692,-462,590,-304,-234,-162,-476,-218,-222,-472,-670,60];0;0;True
[615,-371,378,-451,-293,435,349,601,119,-15,423,-463,485,221,-505,285,-219,-197,-581,-491,-33,237,15,-249,815,-791,57,-211,-931,-403,93,665,923,799,825,472,-925,-327,301,-933,-497,213,-153];41;40;False
[-508,-726,575,194,-583,-22,233,756,268,-646,803,-312,-686,13,948,-485,-428,-587,280,-684,562,203,48,-721,409,960,42,-392,947,318,-559,700,934,-308,-555];13;15;False
[881,587,-65,-721,-753,43,358,115,-69,169,-293,-647,-264,889,70,-677,427,845,205,-793,-901,548,151,700,357,615,725,-100,-496,-503,51,273,482,79];26;26;True
[587,807,416,238,-585,-15,-103,709,277,666,285,431,-531,859,-274,-961,-407,-103,167,-896,-946,961,791,320,149,-416,-982,977,-129,343,533,221];23;22;False
[-157,-847,157,915,-417,405,-901,618,-687,22,335,-645,593,904,-543,-797,535,-955,-563,515,527,-461,-262,-159,909,-25,-359,639,-432,-907,823,916,-69,-776,-150,597,-285,-839];30;31;False
[867,-93,583,-131,-839,147];6;6;True
[-757,110,304];1;1;True
[-428,-341,-430,-508,-139,882,-60,778,-970];2;2;True
[745,-321,782,-476,386,544,764,-448,996,216,-112,-910,102,-660,742,16,146,870,302];2;2;True
[-766,-917,191,-619,-899,-163,810,-779,-954,-447,-399,340,-470,-84,-267,24,677,-96,-90,-66,-744,877,588,827,33,-774,-874,20,119,897,301,-892,884,115,502,927,384,683,-859,982];20;22;False
[-917,-51,-543,-983,-209,-547,547,959,395,-172,-165,-239,675,402,-269,381,905,274,397,866,635,49,-233,305,-835,-381,976,-881,599,-611,-693,-251,-913,-641,137,830,347,-55,59,429,417,-931,721,-847,191,-245];40;40;True
[136,-296,-432,-632,-792,168,664,398,884,-198,770,584,-868,760,-780,822,426,-60,-974,136,-848,638,728,-716,551,74,-256,748,-828,266,-666,-556,-222,-28,768,254,-44];1;1;True
[-192,-308,-808,822,-456,495,-589,-368,-363,29,786,-189,-829,614,784,-593,-674,973,-192,690,938];8;7;False
[859,144,-936,860,960,732,800,278,-918,-151,-304,-444,-134,-96,576,132,-383,788,-834,747,-674,596,42,944,-634,942,-96,-70,27,943,545,-153];8;8;True
[-405,-458,329,995,465,-50,-792,324,241,-440,667,416,-226,-575,-612,-759,-279,845,992,588,820,528,785,-41,-2,198,-808,-204,147,588,745,-832,834,253];15;14;False
[-908,-932,562,-648,820,-4,-20,264,868,-636,-516,942,-246,-8,592,-518,-590,284,720,616,228,612,368,802,554,754,432,-916,-626,-528,-756,-248,-808,-234,-820,324,110,120,-258,-194,532,-232];0;0;True
[919,359,641,119,969,511,-136,431,-865,25,-577,-839,417,-558,-831,-265,-731,647,55,-327,-771,105,-31,-967,179];23;22;False
[443,755,94,-821,-337,504,-752,591,249,-797,-706,-559,-158,253,251,9,-433,717,-55,-917,219];16;16;True
[751,591,-463,611,-657,-229,359,-855,-283,-387,-535,-339,327,-333,885,-397,267,383,241,-761,-671,775,-981,467,-47,-147,-43,-33,-229,721,-493,-455,-359,-57,63,727,-559,451,223,859,-37,635,-841,-715,549];45;45;True
[-379,-819,903,441,-551,161,-619,177,439,-271,-323,771,-313,437,143,-77,69];17;17;True
[-759,926,-322,-421,959,-495,769,-59,-731,517,773,287,-913,792,-681,893,253,-713,749,235,869,-129,-91,-302,307,-101,555,33,750,955,-835,897];27;28;False
[762,702,669,648,991,325,217,212,639,-923,-252,205,-80,-421,-935,-965,-685];11;13;False
[676,-690,636];0;0;True
[-277,306,-73,-80,-287,338,-765,-163,493,-290,-536,-480,-206,795,46,-93,428,-980,-160,-314,-523,-910,-445,423,-841,677,689,-156,-633,-493,300];16;16;True
[274,-538,308,-480,754,574,-916,580,-98,-852,976,728,516,-712,-162,-980,-790,744,-564,992,-664,930,534,128,-816,438,-938,-80,-676,-746,664,-848,234,986,-844,796,-568,406,58,-562];0;0;True
[-82,832,-735,-333,-51,34,164,641,-189,-723,-121,295,-939,-111,630,843,750,849,123,879,143,-152,-485,-921,401,-663,-923,-665,907,-389,265];24;26;False
[-978,358,-638,429,690,-253,297,540,369,896,-688,-241,619,-91,837,474,-912,-820,850,94,-634,430,279,508,-936,716,-148,388,467,-811,-406,664,603,748,196,920,252,262,510,-62,298,-269,-514,483,-39,914];15;14;False
[-383,679,860,56,155,-173,-165,-873,447,-182,617,335,-13,495,-795,491,641,-833,-901,-641,-829,493,-327,-857,61,279,-433,-735,-997];26;26;True
[-760,871,-403,-983,-769,-647,301,-400,-830,-961];7;7;True
[153,-641,-641,-515,-477,-419,983,483,-277,947,347,695,441,-989,549,765,-903,751,827,917,-801,767,-581,-371,-217,-831,-777,557,559,-903,469,-925,113,341,177,121,341];37;37;True
[882,554,-442,196,936,-166,-596,215,680,-726,-818,-831,-621,130,171,-607,-773,575,509,-470,-758,344,136,360,543,-881,-897,994,-977,-55,113,-53,-178,-163,615,-57,-179,272,-886,389,-13,-764];21;21;True
[793,829,-909,-695,-891,-179,-263,225,75,-347,357,333,259,403,969,-645,53,489,951,-785,-761,551,-369,545,481,837,65,39,783,705,797,247,-413,423,-667,-777,1,917,-849,-235,531];41;41;True
[249,-381,795,949,525,-651,-835,270,-315,-809,-437,198,55,681,-683];13;13;True
[-581,-207,180,-760,-610,-513,359,-213,413,527,-969];8;8;True
[-90,958,-742,-894,-698,-668,324,352,-914,-646,-182,-72,470,948,404,380,926,439,958,-636,124,-764,558,590,272,588,-626,564,248,150,-772,680,518,476,352];1;1;True
[-840,234,479,926,-375,58,712,48,962,-62,-49,-318,867,-146,-188,494,630,-190,-339,262,-510,582,-993,94,194];6;6;True
[-851,443,-609,121,761,-871,929,397,653,575,374,605,-837,-253,258,-537,985,445,-89,-199,779,385,929,377,842,-641,179,-931,-83,-691,129,725,-429,-507,-69,-149,-407,173,131,913,365,-78,584,-644,-787,561,625];41;41;True
[-324,-602,-824,22,-618,782,-568,-440,882,206,266,686,-652,266,-738,-290,-488,-508,120,604,-62,-900,-848,-980,658,506,280,-622,494,-142,566,-100,8,-702,-326,692];0;0;True
[720,-256,-174,-960,-512];0;0;True
[-846,804,-340,-546,140,-366,864,-708,-878,-550];0;0;True
[521,850,179,-853,989,-687,-81,-255,-307,-289,840,-48,-642,-19,692,959,-895,-23,718,362,99,-625,-959,-1000,727,-979,-995,739,-386,-82,781,-142,640,996,-244,-371,807,708,-670,48,-77,-581,-563,73,-397,59,-303,146];30;30;True
[836,822,806,-170,818,-886,-958,80,308,-154,-39,-481,932,-807,-348,936,-74,564];3;3;True
[412,128,902,-570,-654,824,661,-128,18,-493,-779,999,492,-729,-118,-56,-224,-145,546,-995,-207,736,610,552,927];9;9;True
[-492,796,462,370,462,-218,-66,216,-420,670,-910,464,10,-838,-54,362,384,518,-676,108,-700,-433,412,-621,-740,-226,-998,-565,666,840,520];3;3;True
[-251,-844,-288,111,-654,-350,839,705,418,-705,-937,-404,-962,-411,336,357,273,-577,-404,-832,118,-78,-462,-635,627,-984,-106,10,985,543,-38,105,893,-55,979,-262,-243,762,-922];19;21;False
[605,781,-245,198,205,-497,-23,-656,290,-266,-615,-686,-341,-97,-54,329,861,-564,327,-689,499,742,-773,430,761,-394,-131,984,-411,6];18;17;False
