x0;x1;x2;y;y_hat;right
"nJV\\ B";"c\\)GuR2z^t;tt=>fo^\ntHb3W|NGG:u!npD?'Q\\0$*H";"HwCw>.:T#f6,^[L|JP\tU$'\npy)nms]2@;Pu*Wo-r[IrU{1r2";True;True;True
"$}spZuY:";"Xd\nPiM";" #(<s'UaPa>a|7w_PlWu\n\"/Xj\\27X@U ";False;False;True
"\t}";",}WpOS  rlf?7Xx8aKg:nJ";"<RS$.UqnRbkt[\"b2^|gMvOz3(%\t?QqM";True;True;True
"_b])k>N";"hhi:|f\\A^7K#L1";"wqk)@zkp?y4F_y(kf/URO";True;True;True
"69LGvbc.0:";"69LGvbc.0:";"69LGvbc.0:";False;False;True
"$";"y\t\n+Ci-<YE9";"]\np)5g=QeAXXgUW<S-YuE,.K9y F??/fEY$J|&OHn's2NK-ir";True;True;True
"W8Yr=JO}IwB>aZH\nQn5QxQrd5!0Do_8}d!S.O#siBH7J~<";" L-}K5pjVDo-fVr2aM\"yG*<:Qb}:Ym";"1O?LX$x>>;^.%9Z6'XW3j2/?mHgT(fHK_v_M3@& 9,<zX Q";False;False;True
"J(g23|MQ0<y/yLd9NO`<pIbYRoUYEL`!!t4dcH";"aa'd[$$2";"OzA.IB$iG{,lZ1Dpx9\\";False;False;True
"&xVAt:";"PakRc(qZM&^+\\";"i8qFK6t&W\t`|\"8e/@j$X)L m'r}.[w=/WQgQFq962_xNO,;";True;True;True
"!@~7*>p49y;zwhbSOdfyeDW&cs~X\\}>/Fef+";"_K&8\n?|";"BEQc_30aB~8W&Q)";False;False;True
"-D(T]aj_el8Z]s# JG!w?2bWn";":6S74QQBmU[^.*TPS%C";"_vw INl \tv8SS{`BR+{j1tH'tO Z*W@2-4Vs)1P/haP'";False;False;True
"k`9jarq3VRL2s5<k!0>C$dRL(-#0>=UpsS}7[b [7OY\n";" Ylh1,+)UErKvK{Uz7y_-q7tjT\tJclmW";"Tuh\\r<\\I'}";False;False;True
"_fy9={_,";"]_;M,''6,csv482XFo$l~?b\"@cX7";"f'}\"Kcr|oXp*-_z{()H@a";False;False;True
"Y\t]if`g8kz+-,-X\tq5^HB,>Vj<*^8P,*aVhQfkLLY-O";"yz\n}1|gY]/#Vm/hhL\nW";"";False;False;True
"2ON+Z'!^u*`qS~";"G,qYV}%EjFO}q<T0kXd/I_K7},~B]";"\tgab Hho3Mi??X=oV\nVi},4,((,d>!3:q%pLY:D3 <qr*I";True;True;True
"4{h";"V._w~jW(pPE%\n7\"UtuE4";"EvAWeXQ*x.uA|>*Lm ae/^";True;True;True
"+beQThvWtjmxZ";"R`z4Keq,G9<%fa_c?S>J{!/%";"_#vM5m3:E:v4(H\\Fn=@p/yKGma#k_B`$0<8].f53>d\\)iM|";True;True;True
"s;{z-+\">";"e~Pq^/{F&0w:X";"iVY#wI!k*pJCla<?8#cGkVX`ZtsA\t";True;True;True
"wPGI]?7q B\t@??0";"'*%sy$GI1,ZZV~^NpXQvC";"yQ\"FF\"z\n4!oGFnV\tR6m-t\"bn\"hvPO4hz2";True;True;True
"x\nT3=}VGhELj7Pao[j9rva!-xud^oCq";"Or~,T-wJB/[;";"c=Xqp I]fzk!pa";False;False;True
"g<khQ";"$KL!B3N\"'j?EHJG|L|\te%t$'tcJJ2";"NY-M^}pt\"+|:pOF\\G|3\ta:~o?zJQ{-z.\ni(vq*x%]g$!cR6N";True;True;True
";";"'HU;bkNE=o[#{&yYK`[p!yXZA1~gprv~n;\n,Be7<%";"1qgp\\J\tP&QHix!%aU#2>v_5%'^+bY*uRX*\"G+";False;False;True
":D(+@[kaXUiK/";"LRu_V%/YGx";"E]<WUo$vKkBq1h";False;False;True
"g7";"F>8|p3^#z+D0%c*Y]OCSEcaex|`ioXmnwmI";"szatwvB]-MRA5\niZD\nfjs@7-29~,E('==C;zWb?;o";True;True;True
"C\n:D)DGCG\t`9D7@>mj {su/Ktq\"4f];V0(Wo%TmnRcf5\"X)r";"2'tI3'cWe<r06q!<?a`s\tQ&,[+g{bskH";"FrkOyQ[@g";False;False;True
" tNmdPx;3#^pfM8KmtXXO=M";"fnY7oX&i&U5lZ@.jplA|yF6n`b7Reb(\nxsrm]JqJ/%mJv$Aj^";"%8U9hT3_Y5p!J{RqcdtKr?\n;QJ1)e5IaR";False;False;True
"iL#\ncR.i,i<7Y~9iVniXII=/'DLEzS,''ua;";"iL#\ncR.i,i<7Y~9iVniXII=/'DLEzS,''ua;";"iL#\ncR.i,i<7Y~9iVniXII=/'DLEzS,''ua;";False;False;True
"hkX!!K~#j6 q=QH";"l[FDcRUaE4VN3_Q\"jEHnt0";"";False;False;True
"%]~6ArrH\nPuieXkK_%_]Pd(upR";"G$ujOQr5Gg[(pHB]SAqO~UD<U";"3ct`9z]\\X@Br;fvfVDxgu*8JFG~~+;";False;False;True
"E].vD2''cpN@d!2E:P[&A\t]%(\nP],XJGxp$YwF%";"@5/q\\4\t[%h?B(lbV1e$u!IXtRY9#IFGCXS.#5j)\n";"}DQ4A*G}R]`iD890q}'VC~-Uy\t>SX:]+dD<Di\nZ^";False;False;True
"1s_hjf]tp*@fz!3UY`:&mA'n13rc a.08#1@}_e";"nD981^qoG[\\yuFjf;eQ~R!E&Z;k(+FqL&C_=;Q+zNu";"bYV=t(<XS$lvk/>\tS&";False;False;True
"KvWQTJ@bqBr{{Ju/M|734w1bZJGz";"Bhk-q\\ce`n(Yz0\\NVn8@BrA Ek -;Wnos$QZ\\4W7ZPg?";"-e\"-jkq'Nk@r|R{W@eZ1ub>n)c8fbA&~2*<Ygwjhm`T_~L4{?";True;True;True
"A<br*a,|\"*nkK^YzlK\n{'8X\\D}Ov";"A<br*a,|\"*nkK^YzlK\n{'8X\\D}Ov";"A<br*a,|\"*nkK^YzlK\n{'8X\\D}Ov";False;False;True
"688#";":z2zf'53nG##{gj/~/@Hy^'$";"9*;Tko^GOi}0&mOMw$gLMjR*4D";True;True;True
"LGF=n#H=MuCd`\\m \"Es7:3m5=XEzCxv**Bv3QD*E";"2_`V\\2[O\"N!=oDeQ&`t3kGq!K7qDBt\"x:`AzueT@X\\Rs\n";"gd${$\"0i[o:LAtEhVT)rObUvamV";False;False;True
"~saA3k";"27/]3G-77\\+a|Q)h}Ig_Fei";"}U4%Pv& &=h";False;False;True
"5";">SV~";"auGh.$Y#lCxEs&-tBle.8LvY:J$/R@?";True;True;True
"WU#[";"j4pXu;H}UkT@'$eT|X\"gE}";"W=8dT4,}Qu|mJo9</J9\ty]A\\_&?b^=^a?LdceU8,4\nb%STjA";True;True;True
"GJfu?)t\te;NvdrlC0ZEKb&adT\t}\"CO1B9q1";"e#i3AI}%jFC&/v}[";"EfcN:]dLO,$'fP_X>.b%rID\nFX7L>$hxya5(DP~\tm";False;False;True
"F]9|p{57 Pw[";"x3{e=[=`\\z)\\ ks^.^Sq7./5VFzK";"dDL{/oJP`V7AG;gaKz+V:OVOCL::%2\\%3ecD~Yc<yl\\N";True;True;True
"*kI9UO~G91UGON,eebojzvea#Sf5<#No+";":Qr3]u\teVI9 QUm`SyH\n8;]A\nF\nH.6[Z@f";"(9vfe+D:";False;False;True
"ebu$kKZ/r[B7=&$=>^gMgPy-%]LskAgs [N%!P,}";"9,P=Gtmrd*n_HE8y^9w";"w\t~Y8w@BN;\t9U4)!zzLa\n5Xx<y5fg%AgTi{E";False;False;True
"[c.5PYB*\t%\\3!=sAfG]Yl&";"z*D54>m$7f7^yVIyRA7LnSG5eS$E&@s)Y;si\n'6fr4";"-N&mKPJ<_lgmac{XUR$#{6|x6Iwa4d^9 r}8IJp~[_]K";True;True;True
"`!#~g@.0TLHTCTU7;8yKMW>'\ntS|pD8DV>FF}";"`f1QQ8<\\hk~CutN$pT}jf{-C5>nOwBxZA;iI `";"#2R \t4ro5(eKH\t~Qg+.kt1&>O*1\n,h4\tocpYPyrBR4s";True;True;True
"B_6MNZ8e_Uxycn\n\tJT@.W[DB)ji^Pq/'Y739F'/fPbi{f^Fp";"v`}>AZEU^hHCq;x/1{t#6su)5#&";"Q/Fp";False;False;True
"b*";"Y\\^yU)\nXnL`F";"y]/)8.*R`.9:yM_";True;True;True
"oW8nsQ~\"d#`rGE<y~77sEmva/EM.l]>";"H\".$ QB1UYl|kosR84U>Ca7Y=~;=hC~xfC";"5+/D6NA6{l4&,7;d";False;False;True
"tMo)qs*27{b2%i";"4>;FlBU\"_\"$pjypSv=qZ(ni}9@d<";"{RW8Ke";False;False;True
"\t28'U5scAeaS#sb V";"^?>G=gNn9k=n7#'7{Eg<r8p";"tZTl(/F6O9,?DpjK]G";False;False;True
"ga|L?iCtuEZnZD82YYb~";"+&z\\wmMJ 193,";"UmcGwE*\"p*j<`#ZzZJhxz-n}>aYgFf";False;False;True
"$T?M4-yTw\\Q \\n>cE=W~\"y9N=5!!Di>^/Y7mr^^3w0.";"alW+Jv.mKN7v\n%A(Rp5^<ZQ7A]&@kFN\n9/:.N&3-cC|Bn,R-";"KLAIcp$\nMTWhjs\\4<YK8?YfUWe1-V$}\tL$}X8?IY*MOAzPA";False;False;True
"B4ORb4R#5xoOsNpUV>ME?ebNgY<,b .{<:Q=5";"Umq80g_\nb9t&9EjwPzhiws$/[}!";"tGc4";False;False;True
"g-c+X>rg{8*EXN PA?/$xzat1)b";"s@*FE h=${%aZnVMgr|JbEWWj";"-xw^^H)baWxqlt43|m";False;False;True
",;kFb\\.-6]u";",;kFb\\.-6]u";",;kFb\\.-6]u";False;False;True
"Z7RR<UX\"G:'8d]v6'U;sWSV1|oy?~L;";"pH'(";"sJHe8.fO~";False;False;True
"\t_zG7aS^kc";"1BR";"C}YvXia^6[gWr:*>/XBqp2=wq\tW{PfuDv";False;False;True
"c6~s:m]#";">7!dVkrFb\"";"J>&) H~r2)dU^YXv}ybeOD2Q\"e0'.*N~";True;True;True
"|L(@yZz9m'QckZjx8WA[$P7&XUT;G";"O-F(4{XyohK`x@?yqRC]GC";"5c(,|>";False;False;True
"BU\\kzRItL j/[_9i}i;P";"_?4*";"\"MA 260matn'[='Vu<";False;False;True
"~1Kc^n39/$,aHjXbWLD\"mX$\n\n w_tky_D";"7F4nkuA}n2{~FJ\\l4=bw_\t$i7xZ3!J\"+Jm}]fK_";"#rv'vE]ax*},T!1HmNu3<P1>F\tF7T8\"yby4<nTO>9nQ_ wiCz";True;True;True
"%\"PT8?E%otkNd<|:Wr]?x?,2mtB!<{ qV7";"PeYH@\\0{SS4CNgG$:yXrW?(7mrW{EXKj>YUE?\t'jC#65OyI+d";"K2dB\t~8";False;False;True
"UzozH=sq~G\tGeG~o\\0oeQ(m!m^5(]|H.";"?BjD6X\t2FA`LH $i]?E)UO{#-";"iBS";False;False;True
"&SNuu#AW`m<";"vKGJP;WTQg1S0]R36*(1 rAWFh\\F";"[G>pg:Im1S'v0P.9MVt&+S&kfc[LDfJZ\"&@4/,sr";True;True;True
"b'Q]9o=L";"vIJ]t~}z&1y!?\\NC{r5PAFa,dsA<`";"%(&Jw!\\a,lUvu8\"Z`|PG[\nl{rN)nsoePD+/?vH";True;True;True
"NaY\\Salx<TPLtGeK\\>w~>*gONF,}/%7fw\tHW$.1\tv2]bI";"Y)#2V~Q;IcG8hnMqGE\\`2Jh*P@:y";"]:4?KB4nxrgT#`DJW +(q|3fPez.eALlL,;Cg*>";False;False;True
"";"{dg93!g%Ytc;:AXv%+tK3tG^-b?<9(nz:U";"p|?}ay+YSn8uRTuks+.zp/";False;False;True
"qjm_<*8JR:*6";"d;uy2C5R7C0%>O]yG;?cg<LQNMHrW~&XBhKLp@p{F%Txz\\";"lt*:ndhW-po*yB$P)Y!ROeVg!4/OZ7d:{{ 7CxN\\Ao$\nvXGd";True;True;True
":Vl";"r.8Lbq>UmfFJH5eFH:.FTSI*esQi<,Fa$afaJ)pJUz'L('";"KfO9\"Y4(!`qs%Yp#8qny~*u]W O\tB^\nR#$`j[z8\"pWF\n)_J2";True;True;True
"n\"\\-)p!A;nik^PDe;$X4zF9W|xiGj\n@E/aZ_{8S\\2kDIW";"!]p@tn0M<g";"AvT~\"iG<Tf}I^nRo+aC9\t\"8";False;False;True
"\\7,1=`MF-=(2\tH\"Z w&*bsz]dbEKvr't";"!z#ZpArv<V8";"^Oy(M'+SC<DQIGB)`o>ZQLZ{kSjJk4aEgU>";False;False;True
"K";"fRv`<y_[T9c]9:U30n*sF";"_^E<~WL)}I<&M7P27)T>\t`V)&:-QR2E";True;True;True
",\nz)|MC4M63G<B2`Gu7Q";"\tJZ|h=Z~Sgc@*+iJ11\tQEWS,gdC^";"+t++b:'eLIvC~>n:NJP@qC#7'CZeRE\"0oH,_'0";True;True;True
"U5n|z;%9^X?4=QGLu2MUQ\tArd/D<PJe(S6&\t|_Z?Mg$";"TgZLl";"94(P=\\{S8rW\tO-";False;False;True
"T_/fk<jCju2";"(K;QVao3dLCugL=k(X9'mj(CIaUv\ta:";"aJ(wTrK70oerk{kczW,$h\n)F7p%\n.jb/Y-C4J&%,$lq;N*8ly";True;True;True
"e0=p96ZF$VA\tNR>$`cV";"e0=p96ZF$VA\tNR>$`cV";"e0=p96ZF$VA\tNR>$`cV";False;False;True
"W>hz\"z\"&6\"}P@/2wz2Zl7";"E*TH~3@w$Fg-.)]SRBZc%]km";"Ug8pKY%;?t7tvT*-\tN7CY&CrF*3d38|~RK.&#]f8cLM3(rAH=";True;True;True
"/G{<$SRg^;P*bVsUq;n3S,mQ:qN5*=HRaNg1";"'O5wm%F\t'Qv:+w[";"n1!*5bE(wpx:\nK/ J\"4r[";False;False;True
"Cg)6sZd_Dd ,cOQ]1e#";">TpPd xB#~VY{u";"v9h34H|Q55vM|{3+6\\\"S4\t)zf\tM]h}E";False;False;True
"B} MB^/[>j'YNyD=N`CuA:4?y++1]@DSC2\no";"B} MB^/[>j'YNyD=N`CuA:4?y++1]@DSC2\no";"B} MB^/[>j'YNyD=N`CuA:4?y++1]@DSC2\no";False;False;True
"t8C@";") \tKmo\"S0C";"?ldQzMcAz?qT']\\|!,z{z50i59lTjY4Q%K=!+k:";True;True;True
"gn";"xUB9:Kl+\t$w_1R}R+gHK";"F6_&/KExmJe83M~6U\"[3bu[}y3wp";True;True;True
"-X^*";"wyupZ+Y8INec(ELX3$1R\ntH8GPxt.m,>qEN";"c<$J8U33w*)ui8nbR#5wUAg[-:PMtY?} %\"(s[arBf48*v~{J";True;True;True
"+7D53\"guy~8/xS\"7t\tQxfpt~\t|pG|lgfs^j/q:Bs)b";"iwZ+uY):J[omp";"Tj0LqDBNInWw0r4QJD<I";False;False;True
"_CPlpa&i";"ds}*k?9]I?&aP:weo%0mJw;G#RE\\bK";")]F1TY%u/'\\{)suY5)m\na3g5PI1w%'{jPs";True;True;True
"Lz\tWbAUYXVw";"$Na>0n,{K+2'!'Fft\\7?\nKF o";"LY=f9XX>&}wu'v'EN)9AMN61";False;False;True
";uF*";"ms\nqw-&U _k=O9uVQFunQ8dDHfX{o=6Tyx<4";"9fJKD`bU4lqw\"aq5tP5#1";False;False;True
"UAc'mIk+SGibXWF";"UAc'mIk+SGibXWF";"UAc'mIk+SGibXWF";False;False;True
"5%^HXz@Uka]KCu}(BA\nl&i7z:\tzt";"Uj<%1L<smoWngr3";"/XnRGG=_Og^^X9pk*IVD";False;False;True
"iD$vg48_O\\EYel";"<0bkFT_NX\nCdm<teizz\\dn#-GIt.OY$s_@C$a-Xd|I>Fw$hl";")Yyf(}:e4v,&q=vK#$J]4c6Cf]MhG6w";False;False;True
"%:QG,G1_;nU~j*x_Jo+6o':N>kcG>Dr{O~P{e4E";"J4yle$DH/9<,[%0;XBA$A/|{ok:qsb>;(";"r%k(;+;bi";False;False;True
"+?Y";"<mi_2uBE5T'";":tWdxYSj!\".O\"H8;6\"~.@;iS\t;S";True;True;True
"Siv95>4kkrO,5'nUYyHe1~F=4cG4GHEjl";"_W4)xCQ}";"s0!U!s S.,1%#eqH)\"6)vCu^J4s";False;False;True
"3q^U!\"(,6NGM):I9BTN\t> K5h7TePQ@b75k.hj!";"$gRNm*4@(1G`C`a";";w/Mpl!|-% A,-uRx}Q')w:'%^x4WN7F(.9G m|3!";False;False;True
"&KViK0)ac`al)%]:\"U&-B7vn ._jT-^~W;S@%7\"P7+~t*";"&KViK0)ac`al)%]:\"U&-B7vn ._jT-^~W;S@%7\"P7+~t*";"&KViK0)ac`al)%]:\"U&-B7vn ._jT-^~W;S@%7\"P7+~t*";False;False;True
"Eg|{%_Lv\nJ-[d6Ea^_C,.i";"E?3{T7Nl'IbWJ~|~g5ky|V!~";"hST}qJx^\\kvv)f2|iII-$1Sb";False;False;True
"/]CK2:<r<1'JaY:[PL%~`A?\\Wg&/Q*;]9TTNMXe>";"/]CK2:<r<1'JaY:[PL%~`A?\\Wg&/Q*;]9TTNMXe>";"/]CK2:<r<1'JaY:[PL%~`A?\\Wg&/Q*;]9TTNMXe>";False;False;True
"9CF%";"1:[NR8sf$W0LJoX8^\"XR7&cfTk%T>woBFO],";"MefO\nB)rm?=nLknbCUR\"uu@`s4Y+Bq}UuEJ7%]LHl";True;True;True
"C3O<e(u@e-;UF\t)";"\nV~:sq`\\~<#R<T*\"-!fl}/,Kp\\Y2*'YozfjkV";")^c(sx*|k'|*wr[gv9.ddd4jW}U_{0-_*:m&zY-&=L;k5[";True;True;True
"!4.)C@;c|?O,";"dS2C+0a]@s>HE2:sU!co[+";"b*X4i|cR943o<yzb7ne<=dmMZ] J=F6huVZV";True;True;True
"5PBm{b=";"!Sj8zqVz3\t+|I{4,;7wH'f>/1-nbez\nvHU";"mx}876JF\ndxa)x \" B`\\~";False;False;True
"G'qm=EfgvE'JH";"r/xtJJ~Q7l7PYN7Cv0";"\\R|^q:{<?|rZt!fq,P)";True;True;True
"z&s~vS%Sh]Y2hYv";"P<c){x1Y3nax~hLgs6w?jl\\6|4*/&vFV)";"G=i='51q";False;False;True
".=_T4 I.j7,,//R)H^9CrMV\\,\"'5V";"Q,}^x?&RR";"4jG2Dl/~ if3Y}tg K\t5xl/(]8{S^+o2@sf~2BN$[M";False;False;True
"VNv*;VT~i5p)=fT2(dq9h)Dtr";"\n~VT$[M)DV~r6GiXt-937^7/_";"1,\\0P\nfK=j>LzL,$e;K!IVG:$=p5M!e0t1T*B";False;False;True
"8^bgP{!g~D{16+i@k|#%x&j-A31i9";";}S;=|)u'pN^\t_l_3h\"?q%]z6\"g\n$?";"oW/\\Q TLl";False;False;True
"bh:dPihL~rXNumgO~Vj#G[7`f\tI`VLb";"O";"BW";False;False;True
">aqmPvK;Ga9T~m&XR,Cwk+DHjk,vL\nV=x6:[r2<\\Fgy>";";r.-g0.@(E?d_C96'K.<EI#P`_}\te_>";";9#[=-!Ws|OBxfcOoUq\"h=*21DHbINJ2Rf\\)&%";False;False;True
"Ltp5V(s=rA;sGG$xEAn3";"mM8n-\tR1ZeD97@<co5|LT<]=Uze/ goXRpxXVc7d";"FIfM&3#6J}D!\\ee\\dd4\n<+OYzo^3J 1181+WtM7}e%@";True;True;True
") ?+#y62b";":Fif q-J\"+@3J1PBJUD%XQ";"N*bGv>r.eZk\\\"PJZX|r\"y}Dn2rQ";True;True;True
"!eiMN\tl=\\mO~vH\"bv.? 4%Iwx2K;Om<v;";"K u1a_rIS4";"9\n";False;False;True
"UtZ:$I}UlD@O";"MZ/fp5e=\tYcv,\\e7uBF";"\\k&Ek\\V99^`Bi(-E>PK,&v%C[L6k~nW";True;True;True
"l!TDE";"j;#I:Xqravb-^ LO98N&$lj$wUj_?=71c0O\t";"3XgQE\"gK8u7{zB@)\\V/M\n(n\\t]\\MsU3k-us}$#E1";True;True;True
"d ?!.]uOc.u\t<;V^2C\"t./Rt!jpVK`=Z15~!6F3{+|9uGn\t1";"d ?!.]uOc.u\t<;V^2C\"t./Rt!jpVK`=Z15~!6F3{+|9uGn\t1";"d ?!.]uOc.u\t<;V^2C\"t./Rt!jpVK`=Z15~!6F3{+|9uGn\t1";False;False;True
"O`@@";"vl0sZ\nUKv3z{";"!kELRC\n-\t}_I?T1|eY 61oQ8^.L'{}|n651c";True;True;True
"";"5by^o";"c}^J\n OumQ,/&B]4m!|R`rLQi\t~Sb1O;4'#*D.yQ4";True;True;True
"]Vr3_CY{_~-A%wxKs{w`O2X:)d3#{M";":TEgBdSV^J#Jh79PjZ}7$>0]=7w\"TUUw:cZ\t`(8";"16cjf[/` 0>yC73,6//ha`24#m(TqU6}ak; '*0;";True;True;True
"k|&2";"#&n=cxJ";"YRP!`Ky27[K?E80{Tx#";True;True;True
">P`2S8p:]CIn,]Z2y{p6&g!|)L_<4<W";"s`<$14}$TE;?R{QUYA-kSJ$8Swg!";"6{P%MBM(X\tu.UOUa_7upQrDLPB\\xmt5~Bv?\t\")f!`";False;False;True
"Ii'8=y{5>Dn,ni3r\\4x40OP6";"dE?xM\">YByeS~5_";"mc_,\nZ4UOiKmF.]1Ek~gC*|/2*:]d*";False;False;True
"/}cx4^;;>=gMk|";"(5Kus2,b^BfL@RWn,K1@";"([#C+b1OQoVAyP#K=e6Z1E&:$0{Q$6qTK2Qj$:=Z'&";True;True;True
"B=tk";"Ic^{\tX,|`Gl";"8r'b;A_A\"jV<E\tJnPCS$F\\i@";True;True;True
"#y,pWJbMsz'SqO5NDU";"\\B9h3}aY?<+_";"jm5x\n `Kr.e^#\"O{EttFz FCI`3{@!JN>\tgf\"~nb+y7";False;False;True
"R^)9gq}uS\\w";"bWj6%V\"8";"snT[{^~(#NsU=<*2ivo6.2Lc O\\WR\nbtEi0s\tqy'T'";False;False;True
"(PDS";"7g*+ny/r*Xb`@";"K_n4{\t.4hrD>K_R/c&";True;True;True
"XajlKT*YsABwell%]6-7/_W";"9gg\\S`hA&\"Df\nJW(8TfCb{B`D}oBz\t9wIkH%//8Yx2";">i$z1())2*{NQH:D(/@8;=z$&eI)+%k2|JxZeW9^0XnCQ";True;True;True
"+o8%yOy@T0~%";"b1j7\n%(";"x]#0|) M}b";False;False;True
"Ik H-l{,6}oR=p`_S(:\\/CT_/^LDh0";"tl<fYd7\"r.)I*&u2/,m(USKEM42YB;aJ%PQ_Ageju\t$UQ";"\"g%19@VmS\n!Qt<@@";False;False;True
"UBVg@SCaT=;uo(n_k\\0i.af";"UBVg@SCaT=;uo(n_k\\0i.af";"UBVg@SCaT=;uo(n_k\\0i.af";False;False;True
"J~9cUN_w7pJ8<6gF\tc8&d:fTuGY[4g$^E";"|:&\nN&MG\"2Epu/rrTrY+Q)\nbp|,";"6=hOiVZl(H";False;False;True
"F)k\\\tiR~/my\"H}eZLmS]/k(-N#c@=@YE|R";",?| e[<0w 76[Jz:BfC-s~9>SP~h1NS+";"*Mvx%O0Tl%+vyi;X~BFDA\\Q7NFHwS%g 8\"V\t";False;False;True
"M";">t2 !f2U4u`i=9\"TZu#\n/Ru";"7l;z=M_|:4\"&{_..NmR&V&nrZN|tg={lN}tAFi:T8WqhKS4e";True;True;True
"X`wKW\\/u$4x*J4Dmy*k%)4+)t8u~\nMYy&W8";"Zu6m7O@IsG3]r{q5Ri'6";"~?M}oHvH6S?S}a0N;KA,ccf@8t_\nrNtiX";False;False;True
"e![6#{-~Q2|)C#|AF)U";"N:T&(aXSCF+<DNiwXXp=c2`?Oa";"yu~<dxu=vbf8~`}yw<_; MhF'NqO_wG";True;True;True
"H#f[-b+|t)SfMynr";"F=qO=o!@i ~^sOX<\\-4(\t :ximA";"EL";False;False;True
"t5Lxb\nS/=}";"=WN_aFRVg[UX])\n%6~pc1C";"+W]O*m*|XoClgSIZ~lG~#6kE#v~<5";True;True;True
"`R0PF5)9~\t";"1yn52#I>.t=[ch`@%Zp6";"9EcWb#@mG.dO+A2wAEWE]fecT`@#My^T^v`#JIh:D`";True;True;True
";bw";";bw";";bw";False;False;True
"ZzV`kLM=AdtKe'rFa/dv>fu44+AMlG !j3x\"Whe|QX!|s~J";"{}E'&CX_sUqSKC D>n\"v!?\\f+7}r:*^IKDcD/P0|`.Y~_.l%";"mO4_G{41A.d~\"E1R=0To&).+h\"_eQ*`&gd;\nVh4VK7lC?!9";False;False;True
"|{4r$vIC!E3Xf3Ul<;vdI|_o_s@t!np4^RlXMuZa";"5GX=+i~Ml!~h(0`%w?^c}Nm";"u6>s{s/oV";False;False;True
"vbHk/";"NwRF.K4B0fkCT S";"?&tSJR4a3;`''\t8|RXU\nB";True;True;True
"Hqv}ND:3PwFzU<G7dZq4muV N9uW5e<SjoZ\\>ZiBVi1&'";"";"R2)k|9NBP0[4r]*C?CDp3";False;False;True
"$5\\ #`\\u";"$vy]Wpl>G\t-";"]c|~g1&dnS?{>EY4.kY\tza@pHum1;";True;True;True
"LU(t3U[/*twV\tPqQAGSIkf72\\;?Z\\*%N\\z$Fz?#v{sqs";"dbVQ(Grp";"rjzeDA\"IWtf-qv\n)jYn\t.325";False;False;True
"F&CLVT~c+F\\/BzdJRYfb_v[`Rs";"l\nt?*6#rJ6Oy!``q55fT\\E6^5xR/ZMA";",\"9|\">mlQK~\tc07r3T_JS\nalx>\\N[d1\"n>S)6,fy@8vP";True;True;True
"bE/[";")P76w<";"I7$p!EPeX0>N4H 5E";True;True;True
"Bs/,:I4OT8v04eDX81Sf:A@K6|hho{?F2Y?";"PnYz5SXb`{LW*v<gKZy";"]qwK5+tq~&Y$/2ng&/5A-j6e4{Cp\nK2$YbCOGj9x?GA}";False;False;True
"z10e[{n,N'&UuJ^";"!Z4FJAq ,x\"XDldd:D/\\$;)81K8atoXU?33:";"lz~hC=w{\tEYYs?d";False;False;True
"@EE_KR5L7KNAVbQ-xH*=$O-pM$l;tj` Q22f}zPv";"HEr26r";".TJ H{9)Rgon+vq6^##}~GX]r0rw.b=@CeRHT_f?v\n1>)d$";False;False;True
"AgOD/I0qpZbZ";"lL2$WO[vDR$jO+rD&Tya]n)]lur(Ye/~jjsgCDAkm<r";"%,@VDo|P/#<4h..Xc%f\\Bz]y59\n>eR~uc";False;False;True
"hDvfN\"A^xxl|3IWBf&9Ve\"0n'\"ftG3(q$k/ ";"%X\tgl>F,`edt\"%3CZ?-||it$25\"vvQ1Vr84cA[_1Q";"%;XQOdxSz4V";False;False;True
"Oe1b&1.$MiPPD^^@N0oTC\\|pllo\njKRF]4&:\n*>V>V7EFtz\n";"P(Mk\\}qquj\"Cv]p@T2";"`[i7xB7m@N";False;False;True
"%sVRZE<(X>zf\n@]b6KJ*";" jY@:u/`ayJ|__";"D$Lbo9\nmFlo/b:7=Tg];]Iy%1#0CF XkN1Jko";False;False;True
"~wX<*g'1p$ TC6Obs%(TS mDlM9!rg81r':W\"";"K<,$l|M`";"#0p\\";False;False;True
".%aL!";"HVd7Vxz8IL UeF,62mo_x;\nCW^k0~@Y}NBe;";"B]6\tb D5ry9?UsxR#`@p>CckwO hS3";False;False;True
"\t0<RmA";"Sc=E&X'$}Z=hCI!hbxb Ay]E::%:o>2*1/4*F6N}.d-=_EQY&";"Slhr\"ebC^'XW+F7|`X>`7w,{zcZ!f";False;False;True
"Y7Rf`#Hh{9?KuihFrPyFFB";"Fb{i+7o~SF~G;Q&'gC+&Yov<S[|&?DI6HR' 1a]W\\MS'";"\tn[OoWfWwJ@zv\n C6>4";False;False;True
"eT^SK!Kr#:Fw7RL,/N6d5UFrEcF#r,#)dR\"[(14f=dpG|";"tf=xMrQwWwmcO78";"y)F7s~-n\n'1'UqUy";False;False;True
"h\"vYa19Pq_+m";"~ 5\"ZCodiL&I<>)aR^H]Krzl2sNH@R";"Do_=hQu3Lu98- G>";False;False;True
"R:<mI'[=EIlY=rx 8fLfc>6^+)4, \tbu&VH";"uWRW=,^=r15&";"HvK5i";False;False;True
"/^";"p fI*B<-YQH%Yw{ Fh";"oNctB%8i\"Q$L/7";False;False;True
